Title
Redes Neurais Artificiais-Teoria e Aplicações. 1ª Edição
Data stream clustering: A survey
Inteligência artificial: uma abordagem de aprendizado de máquina 2a edição
A survey of evolutionary algorithms for decision-tree induction
Uma introdução às support vector machines
Introdução aos algoritmos genéticos
An adaptive approach for UAV-based pesticide spraying in dynamic environments
Inteligência artificial: uma abordagem de aprendizado de máquina (1a Edição)
Artificial taste sensor: efficient combination of sensors made from Langmuir− Blodgett films of conducting polymers and a ruthenium complex and self-assembled films of an azobenzene-containing polymer
A tutorial on multi-label classification techniques
Main chain representation for evolutionary algorithms applied to distribution system reconfiguration
Comparing machine learning classifiers in potential distribution modelling
A review of performance evaluation measures for hierarchical classifiers
Effectiveness of random search in SVM hyper-parameter tuning
Olindda: A cluster-based approach for detecting novelty and concept drift in data streams
Hybrid intelligent algorithms and applications
Efficiency issues of evolutionary k-means
Meta-features for meta-learning
A tutorial on hierarchical classification with applications in bioinformatics
Neural networks applied in intrusion detection systems
"Weightless neural models: A review of current and past works’, Neural Computing Surveys"
MFE: Towards reproducible meta-feature extraction
Fundamentos de redes neurais artificiais
"Redes neurais artificiais: teoria e aplicações, 2a Edição"
Extração de Conhecimento de Base de dados-Data Mining
Novelty detection in data streams
Applying one-sided selection to unbalanced datasets
Metalearning and Recommender Systems: A literature review and empirical study on the algorithm selection problem for Collaborative Filtering
Node-depth encoding for evolutionary algorithms applied to network design
Use of classification algorithms in noise detection and elimination
Cluster-based novel concept detection in data streams applied to intrusion detection in computer networks
To tune or not to tune: Recommending when to adjust SVM hyper-parameters via meta-learning
Cluster ensemble selection based on relative validity indexes
Energetic operation planning using genetic algorithms
Introdução às máquinas de vetores suporte (Support Vector Machines)
Redes neurais artificiais
Noise detection in the meta-learning level
A new data characterization for selecting clustering algorithms using meta-learning
Meta-learning to select the best meta-heuristic for the traveling salesman problem: A comparison of meta-features
Grandes Desafios da Pesquisa em Computaçao no Brasil
Novelty detection with application to data streams
Evolutionary design of decision-tree algorithms tailored to microarray gene expression data sets
Multiclass SVM model selection using particle swarm optimization
Fine-tuning of UAV control rules for spraying pesticides on crop fields
Comparing several approaches for hierarchical classification of proteins with decision trees
Ensemble of classifiers based on multiobjective genetic sampling for imbalanced data
Assessing the data complexity of imbalanced datasets
Empirical investigation of active learning strategies
Multi-objective clustering ensemble for gene expression data analysis
Técnicas de aprendizado de máquina para problemas de biologia molecular
"Continual object detection: a review of definitions, strategies, and challenges"
Evolutionary computing in recommender systems: a review of recent research
Evolutionary inversion of class distribution in overlapping areas for multi-class imbalanced learning
Pre-processing for noise detection in gene expression classification data
Fast adaptive stacking of ensembles
Support Vector Machines Applied to White Blood Recognition
Filter feature selection for one-class classification
Online extra trees regressor
